# data/reports/report-Feb-12-2015-17h03.txt
Generating reports for data/histories/generated/small/**/*.log
------------------------------------------------------------------------------
            data/histories/generated/small/**/*.log (timeout 10s)             
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
ScalObject-ukq.17.log   | Symbolic+R    | 16    | 1.0 ± 0.0   | 0.0356s    | √
ScalObject-ukq.17.log   | Saturate      | 16    | 1.0 ± 0.0   | 0.0043s    | √
ScalObject-ukq.17.log   | Saturate+R    | 16    | 1.0 ± 0.0   | 0.0043s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.18.log   | Enumerate+C   | 20    | 1.3 ± 0.5   | 0.6027s    | -
ScalObject-ukq.18.log   | Counting(4)   | 20    | 1.3 ± 0.5   | 0.6237s    | -
ScalObject-ukq.18.log   | Counting(4)+R | 20    | 1.3 ± 0.5   | 0.1843s    | -
ScalObject-ukq.18.log   | Counting(2)   | 20    | 1.3 ± 0.5   | 0.9388s    | -
ScalObject-ukq.18.log   | Counting(2)+R | 20    | 1.3 ± 0.5   | 0.1842s    | -
ScalObject-ukq.18.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 1.1672s    | -
ScalObject-ukq.18.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.198s     | -
ScalObject-ukq.18.log   | Symbolic      | 20    | 1.3 ± 0.5   | 0.352s     | -
ScalObject-ukq.18.log   | Symbolic+R    | 20    | 1.3 ± 0.5   | 0.0551s    | -
ScalObject-ukq.18.log   | Saturate      | 20    | 1.3 ± 0.5   | 0.0037s    | -
ScalObject-ukq.18.log   | Saturate+R    | 20    | 1.3 ± 0.5   | 0.0039s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.19.log   | Enumerate+C   | 20    | 2.0 ± 0.9   | 0.6839s    | -
ScalObject-ukq.19.log   | Counting(4)   | 20    | 2.0 ± 0.9   | 0.7948s    | -
ScalObject-ukq.19.log   | Counting(4)+R | 20    | 2.0 ± 0.9   | 0.3951s    | -
ScalObject-ukq.19.log   | Counting(2)   | 20    | 2.0 ± 0.9   | 0.9142s    | -
ScalObject-ukq.19.log   | Counting(2)+R | 20    | 2.0 ± 0.9   | 0.4057s    | -
ScalObject-ukq.19.log   | Counting(0)   | 20    | 2.0 ± 0.9   | 1.2413s    | -
ScalObject-ukq.19.log   | Counting(0)+R | 20    | 2.0 ± 0.9   | 0.4813s    | -
ScalObject-ukq.19.log   | Symbolic      | 20    | 2.0 ± 0.9   | 0.4619s    | -
ScalObject-ukq.19.log   | Symbolic+R    | 20    | 2.0 ± 0.9   | 0.2143s    | -
ScalObject-ukq.19.log   | Saturate      | 20    | 2.0 ± 0.9   | 0.0042s    | -
ScalObject-ukq.19.log   | Saturate+R    | 20    | 2.0 ± 0.9   | 0.0047s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.20.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3203s    | -
ScalObject-ukq.20.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6401s    | -
ScalObject-ukq.20.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1504s    | -
ScalObject-ukq.20.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.772s     | -
ScalObject-ukq.20.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1452s    | -
ScalObject-ukq.20.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.2062s    | -
ScalObject-ukq.20.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1474s    | -
ScalObject-ukq.20.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1758s    | -
ScalObject-ukq.20.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0216s    | -
ScalObject-ukq.20.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0033s    | -
ScalObject-ukq.20.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0039s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.21.log   | Enumerate+C   | 14    | 1.4 ± 0.7   | 0.3535s    | √
ScalObject-ukq.21.log   | Counting(4)   | 14    | 1.4 ± 0.7   | 0.122s     | √
ScalObject-ukq.21.log   | Counting(4)+R | 14    | 1.4 ± 0.7   | 0.0918s    | √
ScalObject-ukq.21.log   | Counting(2)   | 17    | 1.5 ± 0.8   | 0.2886s    | -
ScalObject-ukq.21.log   | Counting(2)+R | 17    | 1.5 ± 0.8   | 0.151s     | -
ScalObject-ukq.21.log   | Counting(0)   | 17    | 1.5 ± 0.8   | 0.3112s    | -
ScalObject-ukq.21.log   | Counting(0)+R | 17    | 1.5 ± 0.8   | 0.1746s    | -
ScalObject-ukq.21.log   | Symbolic      | 14    | 1.4 ± 0.7   | 0.0455s    | √
ScalObject-ukq.21.log   | Symbolic+R    | 14    | 1.4 ± 0.7   | 0.0236s    | √
ScalObject-ukq.21.log   | Saturate      | 14    | 1.4 ± 0.7   | 0.0042s    | √
ScalObject-ukq.21.log   | Saturate+R    | 14    | 1.4 ± 0.7   | 0.0045s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.22.log   | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.4753s    | -
ScalObject-ukq.22.log   | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6158s    | -
ScalObject-ukq.22.log   | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1574s    | -
ScalObject-ukq.22.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.6985s    | -
ScalObject-ukq.22.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1627s    | -
ScalObject-ukq.22.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.0657s    | -
ScalObject-ukq.22.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.1637s    | -
ScalObject-ukq.22.log   | Symbolic      | 20    | 1.1 ± 0.3   | 0.2623s    | -
ScalObject-ukq.22.log   | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0381s    | -
ScalObject-ukq.22.log   | Saturate      | 20    | 1.1 ± 0.3   | 0.0039s    | -
ScalObject-ukq.22.log   | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.23.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.8409s    | -
ScalObject-ukq.23.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.6732s    | -
ScalObject-ukq.23.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2828s    | -
ScalObject-ukq.23.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.7678s    | -
ScalObject-ukq.23.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.3111s    | -
ScalObject-ukq.23.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 0.9962s    | -
ScalObject-ukq.23.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2939s    | -
ScalObject-ukq.23.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3205s    | -
ScalObject-ukq.23.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.1211s    | -
ScalObject-ukq.23.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0044s    | -
ScalObject-ukq.23.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0044s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.24.log   | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.7464s    | -
ScalObject-ukq.24.log   | Counting(4)   | 20    | 1.5 ± 0.5   | 0.673s     | -
ScalObject-ukq.24.log   | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.2883s    | -
ScalObject-ukq.24.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 0.8458s    | -
ScalObject-ukq.24.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2938s    | -
ScalObject-ukq.24.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 1.095s     | -
ScalObject-ukq.24.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.3392s    | -
ScalObject-ukq.24.log   | Symbolic      | 20    | 1.5 ± 0.5   | 0.4175s    | -
ScalObject-ukq.24.log   | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1488s    | -
ScalObject-ukq.24.log   | Saturate      | 20    | 1.5 ± 0.5   | 0.0052s    | -
ScalObject-ukq.24.log   | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.25.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.7571s    | -
ScalObject-ukq.25.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.6178s    | -
ScalObject-ukq.25.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2783s    | -
ScalObject-ukq.25.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.7203s    | -
ScalObject-ukq.25.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2764s    | -
ScalObject-ukq.25.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.1376s    | -
ScalObject-ukq.25.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.3183s    | -
ScalObject-ukq.25.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3618s    | -
ScalObject-ukq.25.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.1254s    | -
ScalObject-ukq.25.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0051s    | -
ScalObject-ukq.25.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.26.log   | Enumerate+C   | 14    | 2.1 ± 0.9   | 0.9455s    | √
ScalObject-ukq.26.log   | Counting(4)   | 14    | 2.1 ± 0.9   | 0.2386s    | √
ScalObject-ukq.26.log   | Counting(4)+R | 14    | 2.1 ± 0.9   | 0.2106s    | √
ScalObject-ukq.26.log   | Counting(2)   | 20    | 1.8 ± 0.9   | 0.7404s    | -
ScalObject-ukq.26.log   | Counting(2)+R | 20    | 1.8 ± 0.9   | 0.3259s    | -
ScalObject-ukq.26.log   | Counting(0)   | 20    | 1.8 ± 0.9   | 1.0118s    | -
ScalObject-ukq.26.log   | Counting(0)+R | 20    | 1.8 ± 0.9   | 0.3447s    | -
ScalObject-ukq.26.log   | Symbolic      | 14    | 2.1 ± 0.9   | 0.1417s    | √
ScalObject-ukq.26.log   | Symbolic+R    | 14    | 2.1 ± 0.9   | 0.1109s    | √
ScalObject-ukq.26.log   | Saturate      | 14    | 2.1 ± 0.9   | 0.0049s    | √
ScalObject-ukq.26.log   | Saturate+R    | 14    | 2.1 ± 0.9   | 0.0039s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.27.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.2968s    | -
ScalObject-ukq.27.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5631s    | -
ScalObject-ukq.27.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1924s    | -
ScalObject-ukq.27.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.6826s    | -
ScalObject-ukq.27.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.2241s    | -
ScalObject-ukq.27.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0183s    | -
ScalObject-ukq.27.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2522s    | -
ScalObject-ukq.27.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1668s    | -
ScalObject-ukq.27.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0605s    | -
ScalObject-ukq.27.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.006s     | -
ScalObject-ukq.27.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.005s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.28.log   | Enumerate+C   | 18    | 1.4 ± 0.5   | 0.7245s    | √
ScalObject-ukq.28.log   | Counting(4)   | 18    | 1.4 ± 0.5   | 0.3958s    | √
ScalObject-ukq.28.log   | Counting(4)+R | 18    | 1.4 ± 0.5   | 0.1978s    | √
ScalObject-ukq.28.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.764s     | -
ScalObject-ukq.28.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2372s    | -
ScalObject-ukq.28.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.3852s    | -
ScalObject-ukq.28.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2658s    | -
ScalObject-ukq.28.log   | Symbolic      | 18    | 1.4 ± 0.5   | 0.2101s    | √
ScalObject-ukq.28.log   | Symbolic+R    | 18    | 1.4 ± 0.5   | 0.0766s    | √
ScalObject-ukq.28.log   | Saturate      | 18    | 1.4 ± 0.5   | 0.005s     | √
ScalObject-ukq.28.log   | Saturate+R    | 18    | 1.4 ± 0.5   | 0.0042s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.29.log   | Enumerate+C   | 14    | 1.0 ± 0.0   | 0.1582s    | √
ScalObject-ukq.29.log   | Counting(4)   | 14    | 1.0 ± 0.0   | 0.1698s    | √
ScalObject-ukq.29.log   | Counting(4)+R | 14    | 1.0 ± 0.0   | 0.1168s    | √
ScalObject-ukq.29.log   | Counting(2)   | 14    | 1.0 ± 0.0   | 0.2049s    | √
ScalObject-ukq.29.log   | Counting(2)+R | 14    | 1.0 ± 0.0   | 0.101s     | √
ScalObject-ukq.29.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0213s    | -
ScalObject-ukq.29.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1854s    | -
ScalObject-ukq.29.log   | Symbolic      | 14    | 1.0 ± 0.0   | 0.0598s    | √
ScalObject-ukq.29.log   | Symbolic+R    | 14    | 1.0 ± 0.0   | 0.0219s    | √
ScalObject-ukq.29.log   | Saturate      | 14    | 1.0 ± 0.0   | 0.0043s    | √
ScalObject-ukq.29.log   | Saturate+R    | 14    | 1.0 ± 0.0   | 0.0036s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.30.log   | Enumerate+C   | 18    | 1.0 ± 0.0   | 0.2216s    | √
ScalObject-ukq.30.log   | Counting(4)   | 18    | 1.0 ± 0.0   | 0.2882s    | √
ScalObject-ukq.30.log   | Counting(4)+R | 18    | 1.0 ± 0.0   | 0.2347s    | √
ScalObject-ukq.30.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.6215s    | -
ScalObject-ukq.30.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.3787s    | -
ScalObject-ukq.30.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 0.8711s    | -
ScalObject-ukq.30.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.4277s    | -
ScalObject-ukq.30.log   | Symbolic      | 18    | 1.0 ± 0.0   | 0.0917s    | √
ScalObject-ukq.30.log   | Symbolic+R    | 18    | 1.0 ± 0.0   | 0.0765s    | √
ScalObject-ukq.30.log   | Saturate      | 18    | 1.0 ± 0.0   | 0.0072s    | √
ScalObject-ukq.30.log   | Saturate+R    | 18    | 1.0 ± 0.0   | 0.0066s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.31.log   | Enumerate+C   | 19    | 1.4 ± 0.5   | 1.119s     | √
ScalObject-ukq.31.log   | Counting(4)   | 19    | 1.4 ± 0.5   | 0.4205s    | √
ScalObject-ukq.31.log   | Counting(4)+R | 19    | 1.4 ± 0.5   | 0.2305s    | √
ScalObject-ukq.31.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.9552s    | -
ScalObject-ukq.31.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.4196s    | -
ScalObject-ukq.31.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.2551s    | -
ScalObject-ukq.31.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.4484s    | -
ScalObject-ukq.31.log   | Symbolic      | 19    | 1.4 ± 0.5   | 0.1601s    | √
ScalObject-ukq.31.log   | Symbolic+R    | 19    | 1.4 ± 0.5   | 0.0921s    | √
ScalObject-ukq.31.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0063s    | √
ScalObject-ukq.31.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0062s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.32.log   | Enumerate+C   | 16    | 1.3 ± 0.4   | 0.4518s    | √
ScalObject-ukq.32.log   | Counting(4)   | 16    | 1.3 ± 0.4   | 0.2796s    | √
ScalObject-ukq.32.log   | Counting(4)+R | 16    | 1.3 ± 0.4   | 0.1563s    | √
ScalObject-ukq.32.log   | Counting(2)   | 16    | 1.3 ± 0.4   | 0.3363s    | √
ScalObject-ukq.32.log   | Counting(2)+R | 16    | 1.3 ± 0.4   | 0.167s     | √
ScalObject-ukq.32.log   | Counting(0)   | 20    | 1.2 ± 0.4   | 1.0033s    | -
ScalObject-ukq.32.log   | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.1943s    | -
ScalObject-ukq.32.log   | Symbolic      | 16    | 1.3 ± 0.4   | 0.1345s    | √
ScalObject-ukq.32.log   | Symbolic+R    | 16    | 1.3 ± 0.4   | 0.0445s    | √
ScalObject-ukq.32.log   | Saturate      | 16    | 1.3 ± 0.4   | 0.0033s    | √
ScalObject-ukq.32.log   | Saturate+R    | 16    | 1.3 ± 0.4   | 0.0039s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.33.log   | Enumerate+C   | 14    | 1.0 ± 0.0   | 0.1487s    | √
ScalObject-ukq.33.log   | Counting(4)   | 14    | 1.0 ± 0.0   | 0.1556s    | √
ScalObject-ukq.33.log   | Counting(4)+R | 14    | 1.0 ± 0.0   | 0.1181s    | √
ScalObject-ukq.33.log   | Counting(2)   | 20    | 1.3 ± 0.7   | 0.7198s    | -
ScalObject-ukq.33.log   | Counting(2)+R | 20    | 1.3 ± 0.7   | 0.3163s    | -
ScalObject-ukq.33.log   | Counting(0)   | 20    | 1.3 ± 0.7   | 0.8568s    | -
ScalObject-ukq.33.log   | Counting(0)+R | 20    | 1.3 ± 0.7   | 0.3131s    | -
ScalObject-ukq.33.log   | Symbolic      | 14    | 1.0 ± 0.0   | 0.0543s    | √
ScalObject-ukq.33.log   | Symbolic+R    | 14    | 1.0 ± 0.0   | 0.0276s    | √
ScalObject-ukq.33.log   | Saturate      | 14    | 1.0 ± 0.0   | 0.0038s    | √
ScalObject-ukq.33.log   | Saturate+R    | 14    | 1.0 ± 0.0   | 0.004s     | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.34.log   | Enumerate+C   | 6     | 1.0 ± 0.0   | 0.0471s    | √
ScalObject-ukq.34.log   | Counting(4)   | 6     | 1.0 ± 0.0   | 0.0469s    | √
ScalObject-ukq.34.log   | Counting(4)+R | 6     | 1.0 ± 0.0   | 0.0462s    | √
ScalObject-ukq.34.log   | Counting(2)   | 6     | 1.0 ± 0.0   | 0.0518s    | √
ScalObject-ukq.34.log   | Counting(2)+R | 6     | 1.0 ± 0.0   | 0.047s     | √
ScalObject-ukq.34.log   | Counting(0)   | 17    | 1.2 ± 0.5   | 0.3501s    | -
ScalObject-ukq.34.log   | Counting(0)+R | 17    | 1.2 ± 0.5   | 0.1409s    | -
ScalObject-ukq.34.log   | Symbolic      | 6     | 1.0 ± 0.0   | 0.0223s    | √
ScalObject-ukq.34.log   | Symbolic+R    | 6     | 1.0 ± 0.0   | 0.011s     | √
ScalObject-ukq.34.log   | Saturate      | 6     | 1.0 ± 0.0   | 0.0031s    | √
ScalObject-ukq.34.log   | Saturate+R    | 6     | 1.0 ± 0.0   | 0.0029s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.35.log   | Enumerate+C   | 16    | 1.0 ± 0.0   | 0.1784s    | √
ScalObject-ukq.35.log   | Counting(4)   | 19    | 1.1 ± 0.3   | 0.3268s    | √
ScalObject-ukq.35.log   | Counting(4)+R | 19    | 1.1 ± 0.3   | 0.1834s    | √
ScalObject-ukq.35.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.7707s    | -
ScalObject-ukq.35.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.3083s    | -
ScalObject-ukq.35.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 0.9213s    | -
ScalObject-ukq.35.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.3299s    | -
ScalObject-ukq.35.log   | Symbolic      | 16    | 1.0 ± 0.0   | 0.0754s    | √
ScalObject-ukq.35.log   | Symbolic+R    | 16    | 1.0 ± 0.0   | 0.0372s    | √
ScalObject-ukq.35.log   | Saturate      | 16    | 1.0 ± 0.0   | 0.0048s    | √
ScalObject-ukq.35.log   | Saturate+R    | 16    | 1.0 ± 0.0   | 0.0046s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.36.log   | Enumerate+C   | 10    | 1.2 ± 0.4   | 0.1063s    | √
ScalObject-ukq.36.log   | Counting(4)   | 10    | 1.2 ± 0.4   | 0.1016s    | √
ScalObject-ukq.36.log   | Counting(4)+R | 10    | 1.2 ± 0.4   | 0.0951s    | √
ScalObject-ukq.36.log   | Counting(2)   | 10    | 1.2 ± 0.4   | 0.0991s    | √
ScalObject-ukq.36.log   | Counting(2)+R | 10    | 1.2 ± 0.4   | 0.0937s    | √
ScalObject-ukq.36.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 0.9947s    | -
ScalObject-ukq.36.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.2154s    | -
ScalObject-ukq.36.log   | Symbolic      | 10    | 1.2 ± 0.4   | 0.034s     | √
ScalObject-ukq.36.log   | Symbolic+R    | 10    | 1.2 ± 0.4   | 0.0243s    | √
ScalObject-ukq.36.log   | Saturate      | 10    | 1.2 ± 0.4   | 0.0036s    | √
ScalObject-ukq.36.log   | Saturate+R    | 10    | 1.2 ± 0.4   | 0.0035s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.37.log   | Enumerate+C   | 13    | 1.3 ± 0.5   | 0.1817s    | √
ScalObject-ukq.37.log   | Counting(4)   | 13    | 1.3 ± 0.5   | 0.1326s    | √
ScalObject-ukq.37.log   | Counting(4)+R | 13    | 1.3 ± 0.5   | 0.0988s    | √
ScalObject-ukq.37.log   | Counting(2)   | 20    | 1.2 ± 0.4   | 0.9157s    | -
ScalObject-ukq.37.log   | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.2242s    | -
ScalObject-ukq.37.log   | Counting(0)   | 20    | 1.2 ± 0.4   | 0.8893s    | -
ScalObject-ukq.37.log   | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.2422s    | -
ScalObject-ukq.37.log   | Symbolic      | 13    | 1.3 ± 0.5   | 0.049s     | √
ScalObject-ukq.37.log   | Symbolic+R    | 13    | 1.3 ± 0.5   | 0.0253s    | √
ScalObject-ukq.37.log   | Saturate      | 13    | 1.3 ± 0.5   | 0.0035s    | √
ScalObject-ukq.37.log   | Saturate+R    | 13    | 1.3 ± 0.5   | 0.0041s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.38.log   | Enumerate+C   | 12    | 1.2 ± 0.4   | 0.1332s    | √
ScalObject-ukq.38.log   | Counting(4)   | 12    | 1.2 ± 0.4   | 0.122s     | √
ScalObject-ukq.38.log   | Counting(4)+R | 12    | 1.2 ± 0.4   | 0.127s     | √
ScalObject-ukq.38.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.7058s    | -
ScalObject-ukq.38.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.3164s    | -
ScalObject-ukq.38.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 0.9348s    | -
ScalObject-ukq.38.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.3257s    | -
ScalObject-ukq.38.log   | Symbolic      | 12    | 1.2 ± 0.4   | 0.0412s    | √
ScalObject-ukq.38.log   | Symbolic+R    | 12    | 1.2 ± 0.4   | 0.0406s    | √
ScalObject-ukq.38.log   | Saturate      | 12    | 1.2 ± 0.4   | 0.0047s    | √
ScalObject-ukq.38.log   | Saturate+R    | 12    | 1.2 ± 0.4   | 0.0043s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.39.log   | Enumerate+C   | 17    | 1.1 ± 0.3   | 0.2342s    | √
ScalObject-ukq.39.log   | Counting(4)   | 17    | 1.1 ± 0.3   | 0.2344s    | √
ScalObject-ukq.39.log   | Counting(4)+R | 17    | 1.1 ± 0.3   | 0.1299s    | √
ScalObject-ukq.39.log   | Counting(2)   | 17    | 1.1 ± 0.3   | 0.2641s    | √
ScalObject-ukq.39.log   | Counting(2)+R | 17    | 1.1 ± 0.3   | 0.1326s    | √
ScalObject-ukq.39.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.0509s    | -
ScalObject-ukq.39.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2047s    | -
ScalObject-ukq.39.log   | Symbolic      | 17    | 1.1 ± 0.3   | 0.0819s    | √
ScalObject-ukq.39.log   | Symbolic+R    | 17    | 1.1 ± 0.3   | 0.0339s    | √
ScalObject-ukq.39.log   | Saturate      | 17    | 1.1 ± 0.3   | 0.0049s    | √
ScalObject-ukq.39.log   | Saturate+R    | 17    | 1.1 ± 0.3   | 0.0046s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.40.log   | Enumerate+C   | 20    | 1.7 ± 0.8   | 1.6737s    | -
ScalObject-ukq.40.log   | Counting(4)   | 20    | 1.7 ± 0.8   | 0.6227s    | -
ScalObject-ukq.40.log   | Counting(4)+R | 20    | 1.7 ± 0.8   | 0.2469s    | -
ScalObject-ukq.40.log   | Counting(2)   | 20    | 1.7 ± 0.8   | 0.7495s    | -
ScalObject-ukq.40.log   | Counting(2)+R | 20    | 1.7 ± 0.8   | 0.288s     | -
ScalObject-ukq.40.log   | Counting(0)   | 20    | 1.7 ± 0.8   | 0.9809s    | -
ScalObject-ukq.40.log   | Counting(0)+R | 20    | 1.7 ± 0.8   | 0.3508s    | -
ScalObject-ukq.40.log   | Symbolic      | 20    | 1.7 ± 0.8   | 0.3348s    | -
ScalObject-ukq.40.log   | Symbolic+R    | 20    | 1.7 ± 0.8   | 0.1146s    | -
ScalObject-ukq.40.log   | Saturate      | 20    | 1.7 ± 0.8   | 0.0047s    | -
ScalObject-ukq.40.log   | Saturate+R    | 20    | 1.7 ± 0.8   | 0.0054s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ukq.41.log   | Enumerate+C   | 10    | 1.0 ± 0.0   | 0.0842s    | √
ScalObject-ukq.41.log   | Counting(4)   | 10    | 1.0 ± 0.0   | 0.0922s    | √
ScalObject-ukq.41.log   | Counting(4)+R | 10    | 1.0 ± 0.0   | 0.0926s    | √
ScalObject-ukq.41.log   | Counting(2)   | 14    | 1.4 ± 0.9   | 0.1241s    | -
ScalObject-ukq.41.log   | Counting(2)+R | 14    | 1.4 ± 0.9   | 0.108s     | -
ScalObject-ukq.41.log   | Counting(0)   | 14    | 1.4 ± 0.9   | 0.1313s    | -
ScalObject-ukq.41.log   | Counting(0)+R | 14    | 1.4 ± 0.9   | 0.1308s    | -
ScalObject-ukq.41.log   | Symbolic      | 10    | 1.0 ± 0.0   | 0.0232s    | √
ScalObject-ukq.41.log   | Symbolic+R    | 10    | 1.0 ± 0.0   | 0.0249s    | √
ScalObject-ukq.41.log   | Saturate      | 10    | 1.0 ± 0.0   | 0.0038s    | √
